level,r_bits,error_weight,test,counter,n_right,n_wrong
#0,threshold=86
5,40973,264,6,84,0,13
5,40973,264,6,85,0,12
5,40973,264,6,86,0,8
5,40973,264,6,87,0,8
5,40973,264,6,88,0,3
5,40973,264,6,89,0,6
5,40973,264,6,90,0,4
5,40973,264,6,91,0,1
5,40973,264,6,92,0,0
5,40973,264,6,93,0,1
5,40973,264,6,94,0,1
5,40973,264,6,95,0,0
5,40973,264,6,96,0,0
5,40973,264,6,97,0,0
5,40973,264,6,98,0,0
5,40973,264,6,99,0,0
5,40973,264,6,100,0,0
5,40973,264,6,101,0,0
5,40973,264,6,102,0,0
5,40973,264,6,103,0,0
5,40973,264,6,104,0,0
5,40973,264,6,105,0,0
5,40973,264,6,106,0,0
5,40973,264,6,107,0,0
5,40973,264,6,108,0,0
5,40973,264,6,109,0,0
5,40973,264,6,110,0,0
5,40973,264,6,111,0,0
5,40973,264,6,112,0,0
5,40973,264,6,113,0,0
5,40973,264,6,114,0,0
5,40973,264,6,115,0,0
5,40973,264,6,116,0,0
5,40973,264,6,117,0,0
5,40973,264,6,118,0,0
5,40973,264,6,119,0,0
5,40973,264,6,120,0,0
5,40973,264,6,121,0,0
5,40973,264,6,122,0,0
5,40973,264,6,123,0,0
5,40973,264,6,124,0,0
5,40973,264,6,125,0,0
5,40973,264,6,126,0,0
5,40973,264,6,127,0,0
5,40973,264,6,128,0,0
5,40973,264,6,129,0,0
5,40973,264,6,130,0,0
5,40973,264,6,131,0,0
5,40973,264,6,132,0,0
5,40973,264,6,133,0,0
5,40973,264,6,134,0,0
5,40973,264,6,135,0,0
5,40973,264,6,136,0,0
5,40973,264,6,137,0,0
#7,threshold=86
5,40973,264,7,0,0,0
5,40973,264,7,1,0,0
5,40973,264,7,2,0,0
5,40973,264,7,3,0,0
5,40973,264,7,4,0,0
5,40973,264,7,5,0,0
5,40973,264,7,6,0,0
5,40973,264,7,7,0,0
5,40973,264,7,8,0,0
5,40973,264,7,9,0,0
5,40973,264,7,10,0,0
5,40973,264,7,11,0,0
5,40973,264,7,12,0,0
5,40973,264,7,13,0,0
5,40973,264,7,14,0,0
5,40973,264,7,15,0,0
5,40973,264,7,16,0,0
5,40973,264,7,17,0,0
5,40973,264,7,18,0,0
5,40973,264,7,19,0,0
5,40973,264,7,20,0,0
5,40973,264,7,21,0,0
5,40973,264,7,22,0,0
5,40973,264,7,23,0,0
5,40973,264,7,24,0,0
5,40973,264,7,25,0,0
5,40973,264,7,26,0,0
5,40973,264,7,27,0,0
5,40973,264,7,28,0,0
5,40973,264,7,29,0,0
5,40973,264,7,30,0,0
5,40973,264,7,31,0,0
5,40973,264,7,32,0,0
5,40973,264,7,33,0,0
5,40973,264,7,34,5,0
5,40973,264,7,35,4,0
5,40973,264,7,36,6,0
5,40973,264,7,37,19,0
5,40973,264,7,38,30,0
5,40973,264,7,39,35,0
5,40973,264,7,40,78,0
5,40973,264,7,41,120,0
5,40973,264,7,42,196,0
5,40973,264,7,43,353,0
5,40973,264,7,44,519,0
5,40973,264,7,45,756,0
5,40973,264,7,46,1083,0
5,40973,264,7,47,1438,0
5,40973,264,7,48,1841,0
5,40973,264,7,49,2439,0
5,40973,264,7,50,2996,0
5,40973,264,7,51,3537,0
5,40973,264,7,52,4307,0
5,40973,264,7,53,4607,0
5,40973,264,7,54,5101,0
5,40973,264,7,55,5395,0
5,40973,264,7,56,5639,0
5,40973,264,7,57,5738,0
5,40973,264,7,58,5562,0
5,40973,264,7,59,5221,0
5,40973,264,7,60,4785,0
5,40973,264,7,61,4082,0
5,40973,264,7,62,3616,1
5,40973,264,7,63,2945,0
5,40973,264,7,64,2404,0
5,40973,264,7,65,1904,0
5,40973,264,7,66,1506,1
5,40973,264,7,67,1093,0
5,40973,264,7,68,773,2
5,40973,264,7,69,535,2
5,40973,264,7,70,374,5
5,40973,264,7,71,249,6
5,40973,264,7,72,156,7
5,40973,264,7,73,117,17
5,40973,264,7,74,54,8
5,40973,264,7,75,30,9
5,40973,264,7,76,15,15
5,40973,264,7,77,12,12
5,40973,264,7,78,6,20
5,40973,264,7,79,1,13
5,40973,264,7,80,0,17
5,40973,264,7,81,0,21
5,40973,264,7,82,0,18
5,40973,264,7,83,0,22
5,40973,264,7,84,0,15
5,40973,264,7,85,0,12
5,40973,264,7,86,0,12
5,40973,264,7,87,0,8
5,40973,264,7,88,0,5
5,40973,264,7,89,0,4
5,40973,264,7,90,0,3
5,40973,264,7,91,0,2
5,40973,264,7,92,0,2
5,40973,264,7,93,0,2
5,40973,264,7,94,0,2
5,40973,264,7,95,0,0
5,40973,264,7,96,0,1
5,40973,264,7,97,0,0
5,40973,264,7,98,0,0
5,40973,264,7,99,0,0
5,40973,264,7,100,0,0
5,40973,264,7,101,0,0
5,40973,264,7,102,0,0
5,40973,264,7,103,0,0
5,40973,264,7,104,0,0
5,40973,264,7,105,0,0
5,40973,264,7,106,0,0
5,40973,264,7,107,0,0
5,40973,264,7,108,0,0
5,40973,264,7,109,0,0
5,40973,264,7,110,0,0
5,40973,264,7,111,0,0
5,40973,264,7,112,0,0
5,40973,264,7,113,0,0
5,40973,264,7,114,0,0
5,40973,264,7,115,0,0
5,40973,264,7,116,0,0
5,40973,264,7,117,0,0
5,40973,264,7,118,0,0
5,40973,264,7,119,0,0
5,40973,264,7,120,0,0
5,40973,264,7,121,0,0
5,40973,264,7,122,0,0
5,40973,264,7,123,0,0
5,40973,264,7,124,0,0
5,40973,264,7,125,0,0
5,40973,264,7,126,0,0
5,40973,264,7,127,0,0
5,40973,264,7,128,0,0
5,40973,264,7,129,0,0
5,40973,264,7,130,0,0
5,40973,264,7,131,0,0
5,40973,264,7,132,0,0
5,40973,264,7,133,0,0
5,40973,264,7,134,0,0
5,40973,264,7,135,0,0
5,40973,264,7,136,0,0
5,40973,264,7,137,0,0
#8,threshold=87
5,40973,264,8,0,0,0
5,40973,264,8,1,0,0
5,40973,264,8,2,0,0
5,40973,264,8,3,0,0
5,40973,264,8,4,0,0
5,40973,264,8,5,0,0
5,40973,264,8,6,0,0
5,40973,264,8,7,0,0
5,40973,264,8,8,0,0
5,40973,264,8,9,0,0
5,40973,264,8,10,0,0
5,40973,264,8,11,0,0
5,40973,264,8,12,0,0
5,40973,264,8,13,0,0
5,40973,264,8,14,0,0
5,40973,264,8,15,0,0
5,40973,264,8,16,0,0
5,40973,264,8,17,0,0
5,40973,264,8,18,0,0
5,40973,264,8,19,0,0
5,40973,264,8,20,0,0
5,40973,264,8,21,0,0
5,40973,264,8,22,0,0
5,40973,264,8,23,0,0
5,40973,264,8,24,0,0
5,40973,264,8,25,0,0
5,40973,264,8,26,0,0
5,40973,264,8,27,0,0
5,40973,264,8,28,0,0
5,40973,264,8,29,0,0
5,40973,264,8,30,0,0
5,40973,264,8,31,0,0
5,40973,264,8,32,1,0
5,40973,264,8,33,0,0
5,40973,264,8,34,0,0
5,40973,264,8,35,1,0
5,40973,264,8,36,6,0
5,40973,264,8,37,5,0
5,40973,264,8,38,18,0
5,40973,264,8,39,28,0
5,40973,264,8,40,49,0
5,40973,264,8,41,94,0
5,40973,264,8,42,143,0
5,40973,264,8,43,232,0
5,40973,264,8,44,330,0
5,40973,264,8,45,497,0
5,40973,264,8,46,730,0
5,40973,264,8,47,1061,0
5,40973,264,8,48,1482,0
5,40973,264,8,49,1887,0
5,40973,264,8,50,2464,0
5,40973,264,8,51,2987,0
5,40973,264,8,52,3559,0
5,40973,264,8,53,4307,0
5,40973,264,8,54,4602,0
5,40973,264,8,55,5127,0
5,40973,264,8,56,5404,0
5,40973,264,8,57,5606,0
5,40973,264,8,58,5607,0
5,40973,264,8,59,5440,0
5,40973,264,8,60,5158,0
5,40973,264,8,61,4658,0
5,40973,264,8,62,4163,1
5,40973,264,8,63,3569,0
5,40973,264,8,64,3013,0
5,40973,264,8,65,2435,0
5,40973,264,8,66,1944,0
5,40973,264,8,67,1563,0
5,40973,264,8,68,1113,0
5,40973,264,8,69,814,1
5,40973,264,8,70,530,3
5,40973,264,8,71,405,10
5,40973,264,8,72,254,8
5,40973,264,8,73,169,9
5,40973,264,8,74,90,7
5,40973,264,8,75,61,11
5,40973,264,8,76,34,8
5,40973,264,8,77,20,10
5,40973,264,8,78,9,18
5,40973,264,8,79,8,15
5,40973,264,8,80,2,14
5,40973,264,8,81,0,16
5,40973,264,8,82,2,21
5,40973,264,8,83,0,16
5,40973,264,8,84,0,26
5,40973,264,8,85,0,17
5,40973,264,8,86,1,11
5,40973,264,8,87,0,9
5,40973,264,8,88,0,9
5,40973,264,8,89,0,7
5,40973,264,8,90,0,4
5,40973,264,8,91,0,3
5,40973,264,8,92,0,4
5,40973,264,8,93,0,3
5,40973,264,8,94,0,0
5,40973,264,8,95,0,0
5,40973,264,8,96,0,1
5,40973,264,8,97,0,1
5,40973,264,8,98,0,1
5,40973,264,8,99,0,0
5,40973,264,8,100,0,0
5,40973,264,8,101,0,0
5,40973,264,8,102,0,0
5,40973,264,8,103,0,0
5,40973,264,8,104,0,0
5,40973,264,8,105,0,0
5,40973,264,8,106,0,0
5,40973,264,8,107,0,0
5,40973,264,8,108,0,0
5,40973,264,8,109,0,0
5,40973,264,8,110,0,0
5,40973,264,8,111,0,0
5,40973,264,8,112,0,0
5,40973,264,8,113,0,0
5,40973,264,8,114,0,0
5,40973,264,8,115,0,0
5,40973,264,8,116,0,0
5,40973,264,8,117,0,0
5,40973,264,8,118,0,0
5,40973,264,8,119,0,0
5,40973,264,8,120,0,0
5,40973,264,8,121,0,0
5,40973,264,8,122,0,0
5,40973,264,8,123,0,0
5,40973,264,8,124,0,0
5,40973,264,8,125,0,0
5,40973,264,8,126,0,0
5,40973,264,8,127,0,0
5,40973,264,8,128,0,0
5,40973,264,8,129,0,0
5,40973,264,8,130,0,0
5,40973,264,8,131,0,0
5,40973,264,8,132,0,0
5,40973,264,8,133,0,0
5,40973,264,8,134,0,0
5,40973,264,8,135,0,0
5,40973,264,8,136,0,0
5,40973,264,8,137,0,0
#9,threshold=86
5,40973,264,9,0,0,0
5,40973,264,9,1,0,0
5,40973,264,9,2,0,0
5,40973,264,9,3,0,0
5,40973,264,9,4,0,0
5,40973,264,9,5,0,0
5,40973,264,9,6,0,0
5,40973,264,9,7,0,0
5,40973,264,9,8,0,0
5,40973,264,9,9,0,0
5,40973,264,9,10,0,0
5,40973,264,9,11,0,0
5,40973,264,9,12,0,0
5,40973,264,9,13,0,0
5,40973,264,9,14,0,0
5,40973,264,9,15,0,0
5,40973,264,9,16,0,0
5,40973,264,9,17,0,0
5,40973,264,9,18,0,0
5,40973,264,9,19,0,0
5,40973,264,9,20,0,0
5,40973,264,9,21,0,0
5,40973,264,9,22,0,0
5,40973,264,9,23,0,0
5,40973,264,9,24,0,0
5,40973,264,9,25,0,0
5,40973,264,9,26,0,0
5,40973,264,9,27,0,0
5,40973,264,9,28,0,0
5,40973,264,9,29,0,0
5,40973,264,9,30,0,0
5,40973,264,9,31,0,0
5,40973,264,9,32,1,0
5,40973,264,9,33,0,0
5,40973,264,9,34,2,0
5,40973,264,9,35,0,0
5,40973,264,9,36,7,0
5,40973,264,9,37,11,0
5,40973,264,9,38,24,0
5,40973,264,9,39,32,0
5,40973,264,9,40,63,0
5,40973,264,9,41,147,0
5,40973,264,9,42,187,0
5,40973,264,9,43,308,0
5,40973,264,9,44,459,0
5,40973,264,9,45,631,0
5,40973,264,9,46,884,0
5,40973,264,9,47,1268,0
5,40973,264,9,48,1721,0
5,40973,264,9,49,2218,0
5,40973,264,9,50,2682,0
5,40973,264,9,51,3481,0
5,40973,264,9,52,4071,0
5,40973,264,9,53,4510,0
5,40973,264,9,54,4974,0
5,40973,264,9,55,5456,0
5,40973,264,9,56,5544,0
5,40973,264,9,57,5579,0
5,40973,264,9,58,5590,0
5,40973,264,9,59,5275,0
5,40973,264,9,60,4851,0
5,40973,264,9,61,4364,0
5,40973,264,9,62,3796,0
5,40973,264,9,63,3244,0
5,40973,264,9,64,2684,0
5,40973,264,9,65,2122,1
5,40973,264,9,66,1614,2
5,40973,264,9,67,1248,1
5,40973,264,9,68,846,2
5,40973,264,9,69,640,5
5,40973,264,9,70,413,2
5,40973,264,9,71,265,5
5,40973,264,9,72,181,6
5,40973,264,9,73,121,11
5,40973,264,9,74,71,10
5,40973,264,9,75,50,15
5,40973,264,9,76,22,10
5,40973,264,9,77,14,20
5,40973,264,9,78,6,15
5,40973,264,9,79,3,19
5,40973,264,9,80,1,22
5,40973,264,9,81,1,14
5,40973,264,9,82,0,13
5,40973,264,9,83,0,17
5,40973,264,9,84,0,13
5,40973,264,9,85,0,14
5,40973,264,9,86,0,11
5,40973,264,9,87,0,8
5,40973,264,9,88,0,5
5,40973,264,9,89,0,9
5,40973,264,9,90,0,5
5,40973,264,9,91,0,3
5,40973,264,9,92,0,2
5,40973,264,9,93,0,1
5,40973,264,9,94,0,2
5,40973,264,9,95,0,1
5,40973,264,9,96,0,0
5,40973,264,9,97,0,0
5,40973,264,9,98,0,0
5,40973,264,9,99,0,0
5,40973,264,9,100,0,0
5,40973,264,9,101,0,0
5,40973,264,9,102,0,0
5,40973,264,9,103,0,0
5,40973,264,9,104,0,0
5,40973,264,9,105,0,0
5,40973,264,9,106,0,0
5,40973,264,9,107,0,0
5,40973,264,9,108,0,0
5,40973,264,9,109,0,0
5,40973,264,9,110,0,0
5,40973,264,9,111,0,0
5,40973,264,9,112,0,0
5,40973,264,9,113,0,0
5,40973,264,9,114,0,0
5,40973,264,9,115,0,0
5,40973,264,9,116,0,0
5,40973,264,9,117,0,0
5,40973,264,9,118,0,0
5,40973,264,9,119,0,0
5,40973,264,9,120,0,0
5,40973,264,9,121,0,0
5,40973,264,9,122,0,0
5,40973,264,9,123,0,0
5,40973,264,9,124,0,0
5,40973,264,9,125,0,0
5,40973,264,9,126,0,0
5,40973,264,9,127,0,0
5,40973,264,9,128,0,0
5,40973,264,9,129,0,0
5,40973,264,9,130,0,0
5,40973,264,9,131,0,0
5,40973,264,9,132,0,0
5,40973,264,9,133,0,0
5,40973,264,9,134,0,0
5,40973,264,9,135,0,0
5,40973,264,9,136,0,0
5,40973,264,9,137,0,0
