level,r_bits,error_weight,test,counter,n_right,n_wrong
#0,threshold=86
5,40973,264,1,134,0,0
5,40973,264,1,135,0,0
5,40973,264,1,136,0,0
5,40973,264,1,137,0,0
#2,threshold=85
5,40973,264,2,0,0,0
5,40973,264,2,1,0,0
5,40973,264,2,2,0,0
5,40973,264,2,3,0,0
5,40973,264,2,4,0,0
5,40973,264,2,5,0,0
5,40973,264,2,6,0,0
5,40973,264,2,7,0,0
5,40973,264,2,8,0,0
5,40973,264,2,9,0,0
5,40973,264,2,10,0,0
5,40973,264,2,11,0,0
5,40973,264,2,12,0,0
5,40973,264,2,13,0,0
5,40973,264,2,14,0,0
5,40973,264,2,15,0,0
5,40973,264,2,16,0,0
5,40973,264,2,17,0,0
5,40973,264,2,18,0,0
5,40973,264,2,19,0,0
5,40973,264,2,20,0,0
5,40973,264,2,21,0,0
5,40973,264,2,22,0,0
5,40973,264,2,23,0,0
5,40973,264,2,24,0,0
5,40973,264,2,25,0,0
5,40973,264,2,26,0,0
5,40973,264,2,27,0,0
5,40973,264,2,28,0,0
5,40973,264,2,29,0,0
5,40973,264,2,30,0,0
5,40973,264,2,31,0,0
5,40973,264,2,32,3,0
5,40973,264,2,33,2,0
5,40973,264,2,34,6,0
5,40973,264,2,35,3,0
5,40973,264,2,36,10,0
5,40973,264,2,37,12,0
5,40973,264,2,38,33,0
5,40973,264,2,39,62,0
5,40973,264,2,40,92,0
5,40973,264,2,41,188,0
5,40973,264,2,42,236,0
5,40973,264,2,43,402,0
5,40973,264,2,44,572,0
5,40973,264,2,45,831,0
5,40973,264,2,46,1149,0
5,40973,264,2,47,1566,0
5,40973,264,2,48,2032,0
5,40973,264,2,49,2735,0
5,40973,264,2,50,3150,0
5,40973,264,2,51,3816,0
5,40973,264,2,52,4354,0
5,40973,264,2,53,4856,0
5,40973,264,2,54,5243,0
5,40973,264,2,55,5582,0
5,40973,264,2,56,5548,0
5,40973,264,2,57,5556,0
5,40973,264,2,58,5512,0
5,40973,264,2,59,5033,0
5,40973,264,2,60,4504,0
5,40973,264,2,61,3910,0
5,40973,264,2,62,3455,0
5,40973,264,2,63,2842,1
5,40973,264,2,64,2210,0
5,40973,264,2,65,1772,2
5,40973,264,2,66,1392,2
5,40973,264,2,67,970,3
5,40973,264,2,68,698,1
5,40973,264,2,69,469,4
5,40973,264,2,70,356,6
5,40973,264,2,71,209,6
5,40973,264,2,72,127,7
5,40973,264,2,73,65,13
5,40973,264,2,74,55,8
5,40973,264,2,75,27,14
5,40973,264,2,76,15,16
5,40973,264,2,77,10,11
5,40973,264,2,78,7,16
5,40973,264,2,79,4,12
5,40973,264,2,80,1,21
5,40973,264,2,81,0,16
5,40973,264,2,82,0,24
5,40973,264,2,83,0,15
5,40973,264,2,84,0,13
5,40973,264,2,85,0,15
5,40973,264,2,86,0,11
5,40973,264,2,87,0,3
5,40973,264,2,88,0,3
5,40973,264,2,89,0,7
5,40973,264,2,90,0,3
5,40973,264,2,91,0,5
5,40973,264,2,92,0,2
5,40973,264,2,93,0,2
5,40973,264,2,94,0,0
5,40973,264,2,95,0,1
5,40973,264,2,96,0,1
5,40973,264,2,97,0,0
5,40973,264,2,98,0,0
5,40973,264,2,99,0,0
5,40973,264,2,100,0,0
5,40973,264,2,101,0,0
5,40973,264,2,102,0,0
5,40973,264,2,103,0,0
5,40973,264,2,104,0,0
5,40973,264,2,105,0,0
5,40973,264,2,106,0,0
5,40973,264,2,107,0,0
5,40973,264,2,108,0,0
5,40973,264,2,109,0,0
5,40973,264,2,110,0,0
5,40973,264,2,111,0,0
5,40973,264,2,112,0,0
5,40973,264,2,113,0,0
5,40973,264,2,114,0,0
5,40973,264,2,115,0,0
5,40973,264,2,116,0,0
5,40973,264,2,117,0,0
5,40973,264,2,118,0,0
5,40973,264,2,119,0,0
5,40973,264,2,120,0,0
5,40973,264,2,121,0,0
5,40973,264,2,122,0,0
5,40973,264,2,123,0,0
5,40973,264,2,124,0,0
5,40973,264,2,125,0,0
5,40973,264,2,126,0,0
5,40973,264,2,127,0,0
5,40973,264,2,128,0,0
5,40973,264,2,129,0,0
5,40973,264,2,130,0,0
5,40973,264,2,131,0,0
5,40973,264,2,132,0,0
5,40973,264,2,133,0,0
5,40973,264,2,134,0,0
5,40973,264,2,135,0,0
5,40973,264,2,136,0,0
5,40973,264,2,137,0,0
#3,threshold=86
5,40973,264,3,0,0,0
5,40973,264,3,1,0,0
5,40973,264,3,2,0,0
5,40973,264,3,3,0,0
5,40973,264,3,4,0,0
5,40973,264,3,5,0,0
5,40973,264,3,6,0,0
5,40973,264,3,7,0,0
5,40973,264,3,8,0,0
5,40973,264,3,9,0,0
5,40973,264,3,10,0,0
5,40973,264,3,11,0,0
5,40973,264,3,12,0,0
5,40973,264,3,13,0,0
5,40973,264,3,14,0,0
5,40973,264,3,15,0,0
5,40973,264,3,16,0,0
5,40973,264,3,17,0,0
5,40973,264,3,18,0,0
5,40973,264,3,19,0,0
5,40973,264,3,20,0,0
5,40973,264,3,21,0,0
5,40973,264,3,22,0,0
5,40973,264,3,23,0,0
5,40973,264,3,24,0,0
5,40973,264,3,25,0,0
5,40973,264,3,26,0,0
5,40973,264,3,27,0,0
5,40973,264,3,28,0,0
5,40973,264,3,29,0,0
5,40973,264,3,30,0,0
5,40973,264,3,31,0,0
5,40973,264,3,32,0,0
5,40973,264,3,33,1,0
5,40973,264,3,34,0,0
5,40973,264,3,35,3,0
5,40973,264,3,36,3,0
5,40973,264,3,37,12,0
5,40973,264,3,38,25,0
5,40973,264,3,39,46,0
5,40973,264,3,40,77,0
5,40973,264,3,41,142,0
5,40973,264,3,42,219,0
5,40973,264,3,43,302,0
5,40973,264,3,44,468,0
5,40973,264,3,45,663,0
5,40973,264,3,46,982,0
5,40973,264,3,47,1331,0
5,40973,264,3,48,1794,0
5,40973,264,3,49,2250,0
5,40973,264,3,50,2863,0
5,40973,264,3,51,3556,0
5,40973,264,3,52,4044,0
5,40973,264,3,53,4741,0
5,40973,264,3,54,5150,0
5,40973,264,3,55,5410,0
5,40973,264,3,56,5626,0
5,40973,264,3,57,5625,0
5,40973,264,3,58,5528,0
5,40973,264,3,59,5190,0
5,40973,264,3,60,4714,1
5,40973,264,3,61,4232,1
5,40973,264,3,62,3680,1
5,40973,264,3,63,3152,1
5,40973,264,3,64,2611,1
5,40973,264,3,65,1989,1
5,40973,264,3,66,1586,0
5,40973,264,3,67,1168,1
5,40973,264,3,68,863,1
5,40973,264,3,69,571,1
5,40973,264,3,70,379,2
5,40973,264,3,71,265,5
5,40973,264,3,72,161,6
5,40973,264,3,73,101,12
5,40973,264,3,74,68,11
5,40973,264,3,75,47,8
5,40973,264,3,76,23,13
5,40973,264,3,77,12,17
5,40973,264,3,78,3,16
5,40973,264,3,79,1,20
5,40973,264,3,80,3,21
5,40973,264,3,81,1,18
5,40973,264,3,82,0,19
5,40973,264,3,83,1,13
5,40973,264,3,84,0,22
5,40973,264,3,85,0,8
5,40973,264,3,86,0,8
5,40973,264,3,87,0,10
5,40973,264,3,88,0,5
5,40973,264,3,89,0,7
5,40973,264,3,90,0,2
5,40973,264,3,91,0,0
5,40973,264,3,92,0,4
5,40973,264,3,93,0,3
5,40973,264,3,94,0,2
5,40973,264,3,95,0,0
5,40973,264,3,96,0,1
5,40973,264,3,97,0,2
5,40973,264,3,98,0,0
5,40973,264,3,99,0,0
5,40973,264,3,100,0,0
5,40973,264,3,101,0,0
5,40973,264,3,102,0,0
5,40973,264,3,103,0,0
5,40973,264,3,104,0,0
5,40973,264,3,105,0,0
5,40973,264,3,106,0,0
5,40973,264,3,107,0,0
5,40973,264,3,108,0,0
5,40973,264,3,109,0,0
5,40973,264,3,110,0,0
5,40973,264,3,111,0,0
5,40973,264,3,112,0,0
5,40973,264,3,113,0,0
5,40973,264,3,114,0,0
5,40973,264,3,115,0,0
5,40973,264,3,116,0,0
5,40973,264,3,117,0,0
5,40973,264,3,118,0,0
5,40973,264,3,119,0,0
5,40973,264,3,120,0,0
5,40973,264,3,121,0,0
5,40973,264,3,122,0,0
5,40973,264,3,123,0,0
5,40973,264,3,124,0,0
5,40973,264,3,125,0,0
5,40973,264,3,126,0,0
5,40973,264,3,127,0,0
5,40973,264,3,128,0,0
5,40973,264,3,129,0,0
5,40973,264,3,130,0,0
5,40973,264,3,131,0,0
5,40973,264,3,132,0,0
5,40973,264,3,133,0,0
5,40973,264,3,134,0,0
5,40973,264,3,135,0,0
5,40973,264,3,136,0,0
5,40973,264,3,137,0,0
#4,threshold=86
5,40973,264,4,0,0,0
5,40973,264,4,1,0,0
5,40973,264,4,2,0,0
5,40973,264,4,3,0,0
5,40973,264,4,4,0,0
5,40973,264,4,5,0,0
5,40973,264,4,6,0,0
5,40973,264,4,7,0,0
5,40973,264,4,8,0,0
5,40973,264,4,9,0,0
5,40973,264,4,10,0,0
5,40973,264,4,11,0,0
5,40973,264,4,12,0,0
5,40973,264,4,13,0,0
5,40973,264,4,14,0,0
5,40973,264,4,15,0,0
5,40973,264,4,16,0,0
5,40973,264,4,17,0,0
5,40973,264,4,18,0,0
5,40973,264,4,19,0,0
5,40973,264,4,20,0,0
5,40973,264,4,21,0,0
5,40973,264,4,22,0,0
5,40973,264,4,23,0,0
5,40973,264,4,24,0,0
5,40973,264,4,25,0,0
5,40973,264,4,26,0,0
5,40973,264,4,27,0,0
5,40973,264,4,28,0,0
5,40973,264,4,29,0,0
5,40973,264,4,30,0,0
5,40973,264,4,31,0,0
5,40973,264,4,32,0,0
5,40973,264,4,33,0,0
5,40973,264,4,34,0,0
5,40973,264,4,35,3,0
5,40973,264,4,36,3,0
5,40973,264,4,37,12,0
5,40973,264,4,38,20,0
5,40973,264,4,39,41,0
5,40973,264,4,40,80,0
5,40973,264,4,41,99,0
5,40973,264,4,42,205,0
5,40973,264,4,43,298,0
5,40973,264,4,44,429,0
5,40973,264,4,45,651,0
5,40973,264,4,46,934,0
5,40973,264,4,47,1315,0
5,40973,264,4,48,1764,0
5,40973,264,4,49,2217,0
5,40973,264,4,50,2879,0
5,40973,264,4,51,3359,0
5,40973,264,4,52,3999,0
5,40973,264,4,53,4477,0
5,40973,264,4,54,5113,0
5,40973,264,4,55,5353,0
5,40973,264,4,56,5668,0
5,40973,264,4,57,5575,0
5,40973,264,4,58,5621,0
5,40973,264,4,59,5310,0
5,40973,264,4,60,4917,0
5,40973,264,4,61,4261,0
5,40973,264,4,62,3718,0
5,40973,264,4,63,3154,0
5,40973,264,4,64,2675,0
5,40973,264,4,65,2072,0
5,40973,264,4,66,1495,0
5,40973,264,4,67,1200,0
5,40973,264,4,68,894,3
5,40973,264,4,69,631,4
5,40973,264,4,70,450,6
5,40973,264,4,71,300,5
5,40973,264,4,72,209,10
5,40973,264,4,73,128,12
5,40973,264,4,74,59,6
5,40973,264,4,75,37,3
5,40973,264,4,76,27,17
5,40973,264,4,77,16,17
5,40973,264,4,78,7,11
5,40973,264,4,79,1,23
5,40973,264,4,80,3,22
5,40973,264,4,81,0,20
5,40973,264,4,82,1,17
5,40973,264,4,83,2,14
5,40973,264,4,84,0,27
5,40973,264,4,85,0,7
5,40973,264,4,86,0,9
5,40973,264,4,87,0,7
5,40973,264,4,88,0,4
5,40973,264,4,89,0,6
5,40973,264,4,90,0,5
5,40973,264,4,91,0,2
5,40973,264,4,92,0,1
5,40973,264,4,93,0,0
5,40973,264,4,94,0,4
5,40973,264,4,95,0,0
5,40973,264,4,96,0,0
5,40973,264,4,97,0,2
5,40973,264,4,98,0,0
5,40973,264,4,99,0,0
5,40973,264,4,100,0,0
5,40973,264,4,101,0,0
5,40973,264,4,102,0,0
5,40973,264,4,103,0,0
5,40973,264,4,104,0,0
5,40973,264,4,105,0,0
5,40973,264,4,106,0,0
5,40973,264,4,107,0,0
5,40973,264,4,108,0,0
5,40973,264,4,109,0,0
5,40973,264,4,110,0,0
5,40973,264,4,111,0,0
5,40973,264,4,112,0,0
5,40973,264,4,113,0,0
5,40973,264,4,114,0,0
5,40973,264,4,115,0,0
5,40973,264,4,116,0,0
5,40973,264,4,117,0,0
5,40973,264,4,118,0,0
5,40973,264,4,119,0,0
5,40973,264,4,120,0,0
5,40973,264,4,121,0,0
5,40973,264,4,122,0,0
5,40973,264,4,123,0,0
5,40973,264,4,124,0,0
5,40973,264,4,125,0,0
5,40973,264,4,126,0,0
5,40973,264,4,127,0,0
5,40973,264,4,128,0,0
5,40973,264,4,129,0,0
5,40973,264,4,130,0,0
5,40973,264,4,131,0,0
5,40973,264,4,132,0,0
5,40973,264,4,133,0,0
5,40973,264,4,134,0,0
5,40973,264,4,135,0,0
5,40973,264,4,136,0,0
5,40973,264,4,137,0,0
#5,threshold=85
5,40973,264,5,0,0,0
5,40973,264,5,1,0,0
5,40973,264,5,2,0,0
5,40973,264,5,3,0,0
5,40973,264,5,4,0,0
5,40973,264,5,5,0,0
5,40973,264,5,6,0,0
5,40973,264,5,7,0,0
5,40973,264,5,8,0,0
5,40973,264,5,9,0,0
5,40973,264,5,10,0,0
5,40973,264,5,11,0,0
5,40973,264,5,12,0,0
5,40973,264,5,13,0,0
5,40973,264,5,14,0,0
5,40973,264,5,15,0,0
5,40973,264,5,16,0,0
5,40973,264,5,17,0,0
5,40973,264,5,18,0,0
5,40973,264,5,19,0,0
5,40973,264,5,20,0,0
5,40973,264,5,21,0,0
5,40973,264,5,22,0,0
5,40973,264,5,23,0,0
5,40973,264,5,24,0,0
5,40973,264,5,25,0,0
5,40973,264,5,26,0,0
5,40973,264,5,27,0,0
5,40973,264,5,28,0,0
5,40973,264,5,29,0,0
5,40973,264,5,30,0,0
5,40973,264,5,31,0,0
5,40973,264,5,32,0,0
5,40973,264,5,33,3,0
5,40973,264,5,34,3,0
5,40973,264,5,35,5,0
5,40973,264,5,36,9,0
5,40973,264,5,37,12,0
5,40973,264,5,38,32,0
5,40973,264,5,39,70,0
5,40973,264,5,40,106,0
5,40973,264,5,41,173,0
5,40973,264,5,42,257,0
5,40973,264,5,43,360,0
5,40973,264,5,44,555,0
5,40973,264,5,45,810,0
5,40973,264,5,46,1163,0
5,40973,264,5,47,1554,0
5,40973,264,5,48,2021,0
5,40973,264,5,49,2679,0
5,40973,264,5,50,3269,0
5,40973,264,5,51,3873,0
5,40973,264,5,52,4431,0
5,40973,264,5,53,4841,0
5,40973,264,5,54,5335,0
5,40973,264,5,55,5498,0
5,40973,264,5,56,5612,0
5,40973,264,5,57,5628,0
5,40973,264,5,58,5406,0
5,40973,264,5,59,4968,0
5,40973,264,5,60,4457,0
5,40973,264,5,61,3953,0
5,40973,264,5,62,3358,0
5,40973,264,5,63,2817,1
5,40973,264,5,64,2294,0
5,40973,264,5,65,1805,1
5,40973,264,5,66,1264,4
5,40973,264,5,67,1000,2
5,40973,264,5,68,678,2
5,40973,264,5,69,487,4
5,40973,264,5,70,334,4
5,40973,264,5,71,218,7
5,40973,264,5,72,145,5
5,40973,264,5,73,92,8
5,40973,264,5,74,50,12
5,40973,264,5,75,24,15
5,40973,264,5,76,15,13
5,40973,264,5,77,11,21
5,40973,264,5,78,3,28
5,40973,264,5,79,2,14
5,40973,264,5,80,1,13
5,40973,264,5,81,0,21
5,40973,264,5,82,0,19
5,40973,264,5,83,1,15
5,40973,264,5,84,0,16
5,40973,264,5,85,0,11
5,40973,264,5,86,0,3
5,40973,264,5,87,0,8
5,40973,264,5,88,0,8
5,40973,264,5,89,0,0
5,40973,264,5,90,0,3
5,40973,264,5,91,0,4
5,40973,264,5,92,0,0
5,40973,264,5,93,0,0
5,40973,264,5,94,0,1
5,40973,264,5,95,0,0
5,40973,264,5,96,0,1
5,40973,264,5,97,0,0
5,40973,264,5,98,0,0
5,40973,264,5,99,0,0
5,40973,264,5,100,0,0
5,40973,264,5,101,0,0
5,40973,264,5,102,0,0
5,40973,264,5,103,0,0
5,40973,264,5,104,0,0
5,40973,264,5,105,0,0
5,40973,264,5,106,0,0
5,40973,264,5,107,0,0
5,40973,264,5,108,0,0
5,40973,264,5,109,0,0
5,40973,264,5,110,0,0
5,40973,264,5,111,0,0
5,40973,264,5,112,0,0
5,40973,264,5,113,0,0
5,40973,264,5,114,0,0
5,40973,264,5,115,0,0
5,40973,264,5,116,0,0
5,40973,264,5,117,0,0
5,40973,264,5,118,0,0
5,40973,264,5,119,0,0
5,40973,264,5,120,0,0
5,40973,264,5,121,0,0
5,40973,264,5,122,0,0
5,40973,264,5,123,0,0
5,40973,264,5,124,0,0
5,40973,264,5,125,0,0
5,40973,264,5,126,0,0
5,40973,264,5,127,0,0
5,40973,264,5,128,0,0
5,40973,264,5,129,0,0
5,40973,264,5,130,0,0
5,40973,264,5,131,0,0
5,40973,264,5,132,0,0
5,40973,264,5,133,0,0
5,40973,264,5,134,0,0
5,40973,264,5,135,0,0
5,40973,264,5,136,0,0
5,40973,264,5,137,0,0
#6,threshold=85
5,40973,264,6,0,0,0
5,40973,264,6,1,0,0
5,40973,264,6,2,0,0
5,40973,264,6,3,0,0
5,40973,264,6,4,0,0
5,40973,264,6,5,0,0
5,40973,264,6,6,0,0
5,40973,264,6,7,0,0
5,40973,264,6,8,0,0
5,40973,264,6,9,0,0
5,40973,264,6,10,0,0
5,40973,264,6,11,0,0
5,40973,264,6,12,0,0
5,40973,264,6,13,0,0
5,40973,264,6,14,0,0
5,40973,264,6,15,0,0
5,40973,264,6,16,0,0
5,40973,264,6,17,0,0
5,40973,264,6,18,0,0
5,40973,264,6,19,0,0
5,40973,264,6,20,0,0
5,40973,264,6,21,0,0
5,40973,264,6,22,0,0
5,40973,264,6,23,0,0
5,40973,264,6,24,0,0
5,40973,264,6,25,0,0
5,40973,264,6,26,0,0
5,40973,264,6,27,0,0
5,40973,264,6,28,0,0
5,40973,264,6,29,0,0
5,40973,264,6,30,0,0
5,40973,264,6,31,1,0
5,40973,264,6,32,1,0
5,40973,264,6,33,1,0
5,40973,264,6,34,1,0
5,40973,264,6,35,7,0
5,40973,264,6,36,12,0
5,40973,264,6,37,21,0
5,40973,264,6,38,42,0
5,40973,264,6,39,71,0
5,40973,264,6,40,118,0
5,40973,264,6,41,166,0
5,40973,264,6,42,285,0
5,40973,264,6,43,453,0
5,40973,264,6,44,661,0
5,40973,264,6,45,911,0
5,40973,264,6,46,1184,0
5,40973,264,6,47,1704,0
5,40973,264,6,48,2239,0
5,40973,264,6,49,2689,0
5,40973,264,6,50,3392,0
5,40973,264,6,51,3931,0
5,40973,264,6,52,4422,0
5,40973,264,6,53,4887,0
5,40973,264,6,54,5431,0
5,40973,264,6,55,5634,0
5,40973,264,6,56,5630,0
5,40973,264,6,57,5492,0
5,40973,264,6,58,5283,0
5,40973,264,6,59,4854,0
5,40973,264,6,60,4399,0
5,40973,264,6,61,3783,0
5,40973,264,6,62,3335,0
5,40973,264,6,63,2750,0
5,40973,264,6,64,2167,0
5,40973,264,6,65,1640,2
5,40973,264,6,66,1270,2
5,40973,264,6,67,929,5
5,40973,264,6,68,650,0
5,40973,264,6,69,424,8
5,40973,264,6,70,293,9
5,40973,264,6,71,198,7
5,40973,264,6,72,140,7
5,40973,264,6,73,81,9
5,40973,264,6,74,41,14
5,40973,264,6,75,34,10
5,40973,264,6,76,16,20
5,40973,264,6,77,3,16
5,40973,264,6,78,3,27
5,40973,264,6,79,2,16
5,40973,264,6,80,1,19
5,40973,264,6,81,0,14
5,40973,264,6,82,0,11
5,40973,264,6,83,0,11
