LEVEL,R_BITS,T1,decoder,nflips,av_errors_left,max_errors_left,n_tests
1,9601,134,PickyFix,40,147.556500,280.000000,10000
1,9601,134,PickyFix,45,149.372500,275.000000,10000
1,9601,134,PickyFix,50,151.764800,302.000000,10000
1,9601,134,PickyFix,55,155.925000,290.000000,10000
1,9601,134,PickyFix,60,160.500100,310.000000,10000
1,9601,134,PickyFix,65,165.311700,294.000000,10000
1,9601,134,PickyFix,70,170.341400,294.000000,10000
1,9601,134,PickyFix,75,175.362000,316.000000,10000
1,9601,134,PickyFix,80,182.655500,309.000000,10000
1,9601,134,PickyFix,85,187.763100,298.000000,10000
1,9601,134,PickyFix,90,193.170400,314.000000,10000
1,9601,134,PickyFix,95,198.037100,318.000000,10000
1,9601,134,PickyFix,100,203.266000,316.000000,10000
1,9601,134,PickyFix,105,208.019600,326.000000,10000
1,9601,134,PickyFix,110,212.542700,323.000000,10000
1,9601,134,PickyFix,115,216.318600,328.000000,10000
1,9601,134,PickyFix,120,219.303300,335.000000,10000
1,9601,134,PickyFix,125,224.643400,334.000000,10000
1,9601,134,PickyFix,130,227.880100,341.000000,10000
1,9701,134,BGF,NA,109.037400,198.000000,10000
1,9701,134,PickyFix,5,158.107600,259.000000,10000
1,9701,134,PickyFix,10,138.427500,250.000000,10000
1,9701,134,PickyFix,15,127.246200,229.000000,10000
1,9701,134,PickyFix,20,119.816500,246.000000,10000
1,9701,134,PickyFix,25,114.481600,226.000000,10000
1,9701,134,PickyFix,30,107.668500,231.000000,10000
1,9701,134,PickyFix,35,107.499600,229.000000,10000
1,9701,134,PickyFix,40,106.701300,241.000000,10000
1,9701,134,PickyFix,45,108.256600,242.000000,10000
1,9701,134,PickyFix,50,110.864800,230.000000,10000
1,9701,134,PickyFix,55,114.120500,239.000000,10000
1,9701,134,PickyFix,60,118.505200,244.000000,10000
1,9701,134,PickyFix,65,123.171500,256.000000,10000
1,9701,134,PickyFix,70,128.761800,252.000000,10000
1,9701,134,PickyFix,75,135.187500,252.000000,10000
1,9701,134,PickyFix,80,141.199300,275.000000,10000
1,9701,134,PickyFix,85,146.406600,266.000000,10000
1,9701,134,PickyFix,90,152.362000,254.000000,10000
1,9701,134,PickyFix,95,157.802600,271.000000,10000
1,9701,134,PickyFix,100,163.656800,277.000000,10000
1,9701,134,PickyFix,105,168.881800,267.000000,10000
1,9701,134,PickyFix,110,172.851700,289.000000,10000
1,9701,134,PickyFix,115,177.475300,279.000000,10000
1,9701,134,PickyFix,120,181.220600,285.000000,10000
1,9701,134,PickyFix,125,186.131400,295.000000,10000
1,9701,134,PickyFix,130,190.310400,290.000000,10000
1,9801,134,BGF,NA,92.124600,173.000000,10000
1,9801,134,PickyFix,5,126.456800,218.000000,10000
1,9801,134,PickyFix,10,106.996400,206.000000,10000
1,9801,134,PickyFix,15,98.476500,200.000000,10000
1,9801,134,PickyFix,20,85.944500,195.000000,10000
1,9801,134,PickyFix,25,82.095100,192.000000,10000
1,9801,134,PickyFix,30,75.794400,198.000000,10000
1,9801,134,PickyFix,35,72.785600,196.000000,10000
1,9801,134,PickyFix,40,72.162700,209.000000,10000
1,9801,134,PickyFix,45,73.416400,200.000000,10000
1,9801,134,PickyFix,50,74.889300,207.000000,10000
1,9801,134,PickyFix,55,78.171900,209.000000,10000
1,9801,134,PickyFix,60,81.697800,215.000000,10000
1,9801,134,PickyFix,65,87.171700,222.000000,10000
1,9801,134,PickyFix,70,92.250800,227.000000,10000
1,9801,134,PickyFix,75,97.347400,231.000000,10000
1,9801,134,PickyFix,80,103.977800,216.000000,10000
1,9801,134,PickyFix,85,109.141900,225.000000,10000
1,9801,134,PickyFix,90,115.080700,224.000000,10000
1,9801,134,PickyFix,95,121.605700,232.000000,10000
1,9801,134,PickyFix,100,126.847300,246.000000,10000
1,9801,134,PickyFix,105,132.674600,241.000000,10000
1,9801,134,PickyFix,110,137.346800,250.000000,10000
1,9801,134,PickyFix,115,142.562000,248.000000,10000
1,9801,134,PickyFix,120,147.391200,246.000000,10000
1,9801,134,PickyFix,125,152.288500,243.000000,10000
1,9801,134,PickyFix,130,155.779400,248.000000,10000
1,9901,134,BGF,NA,78.469500,156.000000,10000
1,9901,134,PickyFix,5,99.546600,180.000000,10000
1,9901,134,PickyFix,10,82.899800,185.000000,10000
1,9901,134,PickyFix,15,72.070100,186.000000,10000
1,9901,134,PickyFix,20,59.217500,184.000000,10000
1,9901,134,PickyFix,25,54.410900,176.000000,10000
1,9901,134,PickyFix,30,49.152800,172.000000,10000
1,9901,134,PickyFix,35,45.221100,170.000000,10000
1,9901,134,PickyFix,40,44.703000,170.000000,10000
1,9901,134,PickyFix,45,44.538300,173.000000,10000
1,9901,134,PickyFix,50,46.015700,171.000000,10000
1,9901,134,PickyFix,55,49.044000,180.000000,10000
1,9901,134,PickyFix,60,51.693800,189.000000,10000
1,9901,134,PickyFix,65,55.602000,189.000000,10000
1,9901,134,PickyFix,70,60.714900,198.000000,10000
1,9901,134,PickyFix,75,65.858800,190.000000,10000
1,9901,134,PickyFix,80,71.209400,209.000000,10000
1,9901,134,PickyFix,85,76.759300,202.000000,10000
1,9901,134,PickyFix,90,82.039600,190.000000,10000
1,9901,134,PickyFix,95,87.555500,211.000000,10000
1,9901,134,PickyFix,100,94.255200,191.000000,10000
1,9901,134,PickyFix,105,99.635500,207.000000,10000
1,9901,134,PickyFix,110,104.913900,203.000000,10000
1,9901,134,PickyFix,115,109.952500,212.000000,10000
1,9901,134,PickyFix,120,114.713700,208.000000,10000
1,9901,134,PickyFix,125,120.280800,222.000000,10000
1,9901,134,PickyFix,130,124.768900,211.000000,10000
1,10001,134,BGF,NA,70.803100,155.000000,10000
1,10001,134,PickyFix,5,78.164000,155.000000,10000
1,10001,134,PickyFix,10,63.091700,144.000000,10000
1,10001,134,PickyFix,15,49.867100,134.000000,10000
1,10001,134,PickyFix,20,39.754200,148.000000,10000
1,10001,134,PickyFix,25,33.243500,144.000000,10000
1,10001,134,PickyFix,30,29.151700,143.000000,10000
1,10001,134,PickyFix,35,25.943300,137.000000,10000
1,10001,134,PickyFix,40,24.079100,145.000000,10000
1,10001,134,PickyFix,45,23.935700,144.000000,10000
1,10001,134,PickyFix,50,24.857100,140.000000,10000
1,10001,134,PickyFix,55,26.844100,145.000000,10000
1,10001,134,PickyFix,60,28.386400,153.000000,10000
1,10001,134,PickyFix,65,32.113900,157.000000,10000
1,10001,134,PickyFix,70,36.382800,159.000000,10000
1,10001,134,PickyFix,75,40.276500,169.000000,10000
1,10001,134,PickyFix,80,44.842200,161.000000,10000
1,10001,134,PickyFix,85,48.581800,162.000000,10000
1,10001,134,PickyFix,90,54.044300,164.000000,10000
1,10001,134,PickyFix,95,59.759400,171.000000,10000
1,10001,134,PickyFix,100,65.264300,172.000000,10000
1,10001,134,PickyFix,105,70.897100,184.000000,10000
1,10001,134,PickyFix,110,75.670900,188.000000,10000
1,10001,134,PickyFix,115,80.981900,180.000000,10000
1,10001,134,PickyFix,120,85.889200,186.000000,10000
1,10001,134,PickyFix,125,91.617100,193.000000,10000
1,10001,134,PickyFix,130,95.662900,213.000000,10000
1,10101,134,BGF,NA,65.500200,125.000000,10000
1,10101,134,PickyFix,5,62.027000,129.000000,10000
1,10101,134,PickyFix,10,46.554900,155.000000,10000
1,10101,134,PickyFix,15,32.859300,139.000000,10000
1,10101,134,PickyFix,20,24.576200,120.000000,10000
1,10101,134,PickyFix,25,18.314200,128.000000,10000
1,10101,134,PickyFix,30,14.888500,124.000000,10000
1,10101,134,PickyFix,35,12.594100,120.000000,10000
1,10101,134,PickyFix,40,11.493100,121.000000,10000
1,10101,134,PickyFix,45,11.160100,112.000000,10000
1,10101,134,PickyFix,50,11.209500,162.000000,10000
1,10101,134,PickyFix,55,12.192400,147.000000,10000
1,10101,134,PickyFix,60,13.776500,133.000000,10000
1,10101,134,PickyFix,65,16.155400,121.000000,10000
1,10101,134,PickyFix,70,17.944700,158.000000,10000
1,10101,134,PickyFix,75,21.286300,134.000000,10000
1,10101,134,PickyFix,80,24.196900,146.000000,10000
1,10101,134,PickyFix,85,28.088500,143.000000,10000
1,10101,134,PickyFix,90,32.468800,154.000000,10000
1,10101,134,PickyFix,95,37.076800,169.000000,10000
1,10101,134,PickyFix,100,41.211200,158.000000,10000
1,10101,134,PickyFix,105,46.113200,156.000000,10000
1,10101,134,PickyFix,110,50.369900,158.000000,10000
1,10101,134,PickyFix,115,55.900600,165.000000,10000
1,10101,134,PickyFix,120,60.099600,166.000000,10000
1,10101,134,PickyFix,125,65.383000,167.000000,10000
1,10101,134,PickyFix,130,70.531200,175.000000,10000
3,19201,199,BGF,NA,197.635100,332.000000,10000
3,19201,199,PickyFix,5,310.383600,445.000000,10000
3,19201,199,PickyFix,10,295.956200,430.000000,10000
3,19201,199,PickyFix,15,288.097900,417.000000,10000
3,19201,199,PickyFix,20,273.532100,419.000000,10000
3,19201,199,PickyFix,25,269.747400,430.000000,10000
3,19201,199,PickyFix,30,258.844300,413.000000,10000
3,19201,199,PickyFix,35,257.202600,431.000000,10000
3,19201,199,PickyFix,40,254.085000,423.000000,10000
3,19201,199,PickyFix,45,251.423900,436.000000,10000
3,19201,199,PickyFix,50,248.212800,418.000000,10000
3,19201,199,PickyFix,55,249.825300,425.000000,10000
3,19201,199,PickyFix,60,250.561300,410.000000,10000
3,19201,199,PickyFix,65,253.471400,420.000000,10000
3,19201,199,PickyFix,70,256.272500,427.000000,10000
3,19201,199,PickyFix,75,260.157300,431.000000,10000
3,19201,199,PickyFix,80,263.258200,434.000000,10000
3,19201,199,PickyFix,85,269.320500,426.000000,10000
3,19201,199,PickyFix,90,273.758400,426.000000,10000
3,19201,199,PickyFix,95,279.467800,439.000000,10000
3,19201,199,PickyFix,100,284.763200,446.000000,10000
3,19201,199,PickyFix,105,290.161600,442.000000,10000
3,19201,199,PickyFix,110,295.339100,441.000000,10000
3,19201,199,PickyFix,115,301.014200,439.000000,10000
3,19201,199,PickyFix,120,305.669100,450.000000,10000
3,19201,199,PickyFix,125,311.651400,453.000000,10000
3,19201,199,PickyFix,130,315.209000,453.000000,10000
3,19201,199,PickyFix,135,321.092900,466.000000,10000
3,19201,199,PickyFix,140,324.590300,473.000000,10000
3,19201,199,PickyFix,145,328.913000,468.000000,10000
3,19201,199,PickyFix,150,332.628000,468.000000,10000
3,19201,199,PickyFix,155,337.157000,483.000000,10000
3,19201,199,PickyFix,160,341.332900,503.000000,10000
3,19201,199,PickyFix,165,344.569300,488.000000,10000
3,19201,199,PickyFix,170,347.968300,481.000000,10000
3,19201,199,PickyFix,175,350.410200,489.000000,10000
3,19201,199,PickyFix,180,353.633300,493.000000,10000
3,19201,199,PickyFix,185,356.378300,483.000000,10000
3,19201,199,PickyFix,190,359.499800,496.000000,10000
3,19201,199,PickyFix,195,362.407400,506.000000,10000
3,19301,199,BGF,NA,174.782200,290.000000,10000
3,19301,199,PickyFix,5,275.522200,395.000000,10000
3,19301,199,PickyFix,10,262.507700,387.000000,10000
3,19301,199,PickyFix,15,250.451100,372.000000,10000
3,19301,199,PickyFix,20,234.077300,387.000000,10000
3,19301,199,PickyFix,25,230.632700,382.000000,10000
3,19301,199,PickyFix,30,220.307800,385.000000,10000
3,19301,199,PickyFix,35,214.030800,373.000000,10000
3,19301,199,PickyFix,40,212.262300,390.000000,10000
3,19301,199,PickyFix,45,208.860800,375.000000,10000
3,19301,199,PickyFix,50,206.603300,380.000000,10000
3,19301,199,PickyFix,55,206.820500,376.000000,10000
3,19301,199,PickyFix,60,207.716500,400.000000,10000
3,19301,199,PickyFix,65,210.062900,389.000000,10000
3,19301,199,PickyFix,70,212.663000,395.000000,10000
3,19301,199,PickyFix,75,217.087100,380.000000,10000
3,19301,199,PickyFix,80,221.139900,386.000000,10000
3,19301,199,PickyFix,85,225.434300,387.000000,10000
3,19301,199,PickyFix,90,230.763200,398.000000,10000
3,19301,199,PickyFix,95,236.182200,389.000000,10000
3,19301,199,PickyFix,100,241.606600,408.000000,10000
3,19301,199,PickyFix,105,248.188800,423.000000,10000
3,19301,199,PickyFix,110,253.289700,405.000000,10000
3,19301,199,PickyFix,115,259.909100,421.000000,10000
3,19301,199,PickyFix,120,264.628900,401.000000,10000
3,19301,199,PickyFix,125,270.255700,416.000000,10000
3,19301,199,PickyFix,130,276.154900,415.000000,10000
3,19301,199,PickyFix,135,280.965400,408.000000,10000
3,19301,199,PickyFix,140,285.099600,424.000000,10000
3,19301,199,PickyFix,145,290.360600,443.000000,10000
3,19301,199,PickyFix,150,295.243100,426.000000,10000
3,19301,199,PickyFix,155,298.920400,443.000000,10000
3,19301,199,PickyFix,160,302.258800,431.000000,10000
3,19301,199,PickyFix,165,306.966900,433.000000,10000
3,19301,199,PickyFix,170,309.630600,439.000000,10000
3,19301,199,PickyFix,175,313.459200,452.000000,10000
3,19301,199,PickyFix,180,316.968900,446.000000,10000
3,19301,199,PickyFix,185,320.141700,450.000000,10000
3,19301,199,PickyFix,190,322.948200,446.000000,10000
3,19301,199,PickyFix,195,325.587100,470.000000,10000
3,20201,199,BGF,NA,102.315100,165.000000,10000
3,20201,199,PickyFix,5,77.142400,183.000000,10000
3,20201,199,PickyFix,10,59.084100,145.000000,10000
3,20201,199,PickyFix,15,42.681100,140.000000,10000
3,20201,199,PickyFix,20,28.876300,132.000000,10000
3,20201,199,PickyFix,25,18.494800,129.000000,10000
3,20201,199,PickyFix,30,12.274400,132.000000,10000
3,20201,199,PickyFix,35,8.409900,126.000000,10000
3,20201,199,PickyFix,40,6.175800,114.000000,10000
3,20201,199,PickyFix,45,4.918400,133.000000,10000
3,20201,199,PickyFix,50,4.114200,99.000000,10000
3,20201,199,PickyFix,55,3.595400,122.000000,10000
3,20201,199,PickyFix,60,3.216100,94.000000,10000
3,20201,199,PickyFix,65,3.314900,124.000000,10000
3,20201,199,PickyFix,70,3.502000,167.000000,10000
3,20201,199,PickyFix,75,3.962300,130.000000,10000
3,20201,199,PickyFix,80,4.199200,150.000000,10000
3,20201,199,PickyFix,85,4.748100,146.000000,10000
3,20201,199,PickyFix,90,5.536700,116.000000,10000
3,20201,199,PickyFix,95,6.412000,116.000000,10000
3,20201,199,PickyFix,100,7.788200,156.000000,10000
3,20201,199,PickyFix,105,9.353300,131.000000,10000
3,20201,199,PickyFix,110,11.297800,146.000000,10000
3,20201,199,PickyFix,115,13.266900,151.000000,10000
3,20201,199,PickyFix,120,15.810600,158.000000,10000
3,20201,199,PickyFix,125,18.440200,161.000000,10000
3,20201,199,PickyFix,130,21.731100,162.000000,10000
3,20201,199,PickyFix,135,24.921600,165.000000,10000
3,20201,199,PickyFix,140,28.802600,194.000000,10000
3,20201,199,PickyFix,145,32.766200,173.000000,10000
3,20201,199,PickyFix,150,37.271000,185.000000,10000
3,20201,199,PickyFix,155,41.148900,181.000000,10000
3,20201,199,PickyFix,160,46.550300,176.000000,10000
3,20201,199,PickyFix,165,50.610400,190.000000,10000
3,20201,199,PickyFix,170,55.126400,204.000000,10000
3,20201,199,PickyFix,175,60.269600,191.000000,10000
3,20201,199,PickyFix,180,64.337600,195.000000,10000
3,20201,199,PickyFix,185,69.490100,200.000000,10000
3,20201,199,PickyFix,190,73.998000,210.000000,10000
3,20201,199,PickyFix,195,78.778300,219.000000,10000
3,20301,199,BGF,NA,101.225800,158.000000,10000
3,20301,199,PickyFix,5,66.029600,145.000000,10000
3,20301,199,PickyFix,10,48.698700,149.000000,10000
3,20301,199,PickyFix,15,33.313600,125.000000,10000
3,20301,199,PickyFix,20,21.360000,113.000000,10000
3,20301,199,PickyFix,25,11.831000,134.000000,10000
3,20301,199,PickyFix,30,7.467000,139.000000,10000
3,20301,199,PickyFix,35,4.593600,102.000000,10000
3,20301,199,PickyFix,40,3.257000,103.000000,10000
3,20301,199,PickyFix,45,2.542400,97.000000,10000
3,20301,199,PickyFix,50,2.043900,109.000000,10000
3,20301,199,PickyFix,55,1.573200,91.000000,10000
3,20301,199,PickyFix,60,1.447700,103.000000,10000
3,20301,199,PickyFix,65,1.519800,96.000000,10000
3,20301,199,PickyFix,70,1.507900,107.000000,10000
3,20301,199,PickyFix,75,1.718600,85.000000,10000
3,20301,199,PickyFix,80,1.954100,146.000000,10000
3,20301,199,PickyFix,85,2.223900,104.000000,10000
3,20301,199,PickyFix,90,2.580300,100.000000,10000
3,20301,199,PickyFix,95,3.227100,109.000000,10000
3,20301,199,PickyFix,100,3.625800,125.000000,10000
3,20301,199,PickyFix,105,4.693500,118.000000,10000
3,20301,199,PickyFix,110,5.705700,115.000000,10000
3,20301,199,PickyFix,115,6.631000,116.000000,10000
3,20301,199,PickyFix,120,8.452400,129.000000,10000
3,20301,199,PickyFix,125,10.289300,139.000000,10000
3,20301,199,PickyFix,130,12.091300,146.000000,10000
3,20301,199,PickyFix,135,14.841400,144.000000,10000
3,20301,199,PickyFix,140,17.503300,157.000000,10000
3,20301,199,PickyFix,145,20.629100,156.000000,10000
3,20301,199,PickyFix,150,23.574700,159.000000,10000
3,20301,199,PickyFix,155,27.210000,158.000000,10000
3,20301,199,PickyFix,160,30.797700,158.000000,10000
3,20301,199,PickyFix,165,34.927900,176.000000,10000
3,20301,199,PickyFix,170,38.746300,179.000000,10000
3,20301,199,PickyFix,175,43.161200,172.000000,10000
3,20301,199,PickyFix,180,47.365700,174.000000,10000
3,20301,199,PickyFix,185,51.440600,206.000000,10000
3,20301,199,PickyFix,190,55.620700,193.000000,10000
3,20301,199,PickyFix,195,59.722200,195.000000,10000
3,20401,199,BGF,NA,101.582600,152.000000,10000
3,20401,199,PickyFix,5,56.655600,135.000000,10000
3,20401,199,PickyFix,10,40.526500,130.000000,10000
3,20401,199,PickyFix,15,26.225600,113.000000,10000
3,20401,199,PickyFix,20,14.649000,97.000000,10000
3,20401,199,PickyFix,25,7.487300,88.000000,10000
3,20401,199,PickyFix,30,4.378900,88.000000,10000
3,20401,199,PickyFix,35,2.443000,103.000000,10000
3,20401,199,PickyFix,40,1.536700,80.000000,10000
3,20401,199,PickyFix,45,1.185600,80.000000,10000
3,20401,199,PickyFix,50,0.901100,60.000000,10000
3,20401,199,PickyFix,55,0.771400,64.000000,10000
3,20401,199,PickyFix,60,0.673500,108.000000,10000
3,20401,199,PickyFix,65,0.684000,101.000000,10000
3,20401,199,PickyFix,70,0.663600,88.000000,10000
3,20401,199,PickyFix,75,0.700600,55.000000,10000
3,20401,199,PickyFix,80,0.783500,63.000000,10000
3,20401,199,PickyFix,85,1.002900,89.000000,10000
3,20401,199,PickyFix,90,1.043400,101.000000,10000
3,20401,199,PickyFix,95,1.281300,80.000000,10000
3,20401,199,PickyFix,100,1.671500,89.000000,10000
3,20401,199,PickyFix,105,2.214800,138.000000,10000
3,20401,199,PickyFix,110,2.560900,85.000000,10000
3,20401,199,PickyFix,115,3.352400,98.000000,10000
3,20401,199,PickyFix,120,4.140400,122.000000,10000
3,20401,199,PickyFix,125,5.002800,95.000000,10000
3,20401,199,PickyFix,130,6.372600,119.000000,10000
3,20401,199,PickyFix,135,8.143800,122.000000,10000
3,20401,199,PickyFix,140,9.491700,135.000000,10000
3,20401,199,PickyFix,145,12.082000,133.000000,10000
3,20401,199,PickyFix,150,13.879100,131.000000,10000
3,20401,199,PickyFix,155,16.952700,140.000000,10000
3,20401,199,PickyFix,160,19.595700,142.000000,10000
3,20401,199,PickyFix,165,22.712200,176.000000,10000
3,20401,199,PickyFix,170,26.133500,176.000000,10000
3,20401,199,PickyFix,175,29.919500,158.000000,10000
3,20401,199,PickyFix,180,33.331300,168.000000,10000
3,20401,199,PickyFix,185,36.633200,165.000000,10000
3,20401,199,PickyFix,190,40.788100,167.000000,10000
3,20401,199,PickyFix,195,44.524500,178.000000,10000
3,20501,199,BGF,NA,102.392700,145.000000,10000
3,20501,199,PickyFix,5,48.988700,137.000000,10000
3,20501,199,PickyFix,10,34.108400,127.000000,10000
3,20501,199,PickyFix,15,20.438800,104.000000,10000
3,20501,199,PickyFix,20,10.578600,103.000000,10000
3,20501,199,PickyFix,25,5.045500,69.000000,10000
3,20501,199,PickyFix,30,2.567200,71.000000,10000
3,20501,199,PickyFix,35,1.372400,75.000000,10000
3,20501,199,PickyFix,40,0.833500,66.000000,10000
3,20501,199,PickyFix,45,0.556700,63.000000,10000
3,20501,199,PickyFix,50,0.411600,74.000000,10000
3,20501,199,PickyFix,55,0.321200,76.000000,10000
3,20501,199,PickyFix,60,0.312500,55.000000,10000
3,20501,199,PickyFix,65,0.269900,44.000000,10000
3,20501,199,PickyFix,70,0.254500,51.000000,10000
3,20501,199,PickyFix,75,0.267800,50.000000,10000
3,20501,199,PickyFix,80,0.341100,75.000000,10000
3,20501,199,PickyFix,85,0.404300,73.000000,10000
3,20501,199,PickyFix,90,0.454000,52.000000,10000
3,20501,199,PickyFix,95,0.506300,83.000000,10000
3,20501,199,PickyFix,100,0.696500,96.000000,10000
3,20501,199,PickyFix,105,0.871400,72.000000,10000
3,20501,199,PickyFix,110,1.156600,71.000000,10000
3,20501,199,PickyFix,115,1.545500,93.000000,10000
3,20501,199,PickyFix,120,1.840400,101.000000,10000
3,20501,199,PickyFix,125,2.454900,94.000000,10000
3,20501,199,PickyFix,130,3.032400,102.000000,10000
3,20501,199,PickyFix,135,3.953600,109.000000,10000
3,20501,199,PickyFix,140,5.029800,114.000000,10000
3,20501,199,PickyFix,145,6.318000,135.000000,10000
3,20501,199,PickyFix,150,8.017400,113.000000,10000
3,20501,199,PickyFix,155,9.728100,126.000000,10000
3,20501,199,PickyFix,160,11.575600,122.000000,10000
3,20501,199,PickyFix,165,13.641100,131.000000,10000
3,20501,199,PickyFix,170,16.562100,121.000000,10000
3,20501,199,PickyFix,175,18.991200,136.000000,10000
3,20501,199,PickyFix,180,22.207300,141.000000,10000
3,20501,199,PickyFix,185,25.075800,156.000000,10000
3,20501,199,PickyFix,190,27.805000,152.000000,10000
3,20501,199,PickyFix,195,31.061200,166.000000,10000
3,20601,199,BGF,NA,103.518000,158.000000,10000
3,20601,199,PickyFix,5,42.994600,128.000000,10000
3,20601,199,PickyFix,10,28.765300,118.000000,10000
3,20601,199,PickyFix,15,16.294800,87.000000,10000
3,20601,199,PickyFix,20,7.473400,85.000000,10000
3,20601,199,PickyFix,25,3.161700,79.000000,10000
3,20601,199,PickyFix,30,1.485900,67.000000,10000
3,20601,199,PickyFix,35,0.760800,46.000000,10000
3,20601,199,PickyFix,40,0.401900,54.000000,10000
3,20601,199,PickyFix,45,0.243300,54.000000,10000
3,20601,199,PickyFix,50,0.189700,50.000000,10000
3,20601,199,PickyFix,55,0.138400,33.000000,10000
3,20601,199,PickyFix,60,0.114600,30.000000,10000
3,20601,199,PickyFix,65,0.103000,36.000000,10000
3,20601,199,PickyFix,70,0.097700,23.000000,10000
3,20601,199,PickyFix,75,0.113100,61.000000,10000
3,20601,199,PickyFix,80,0.104900,32.000000,10000
3,20601,199,PickyFix,85,0.134500,52.000000,10000
3,20601,199,PickyFix,90,0.185300,45.000000,10000
3,20601,199,PickyFix,95,0.204300,42.000000,10000
3,20601,199,PickyFix,100,0.244400,47.000000,10000
3,20601,199,PickyFix,105,0.382700,62.000000,10000
3,20601,199,PickyFix,110,0.505500,63.000000,10000
3,20601,199,PickyFix,115,0.620800,54.000000,10000
3,20601,199,PickyFix,120,0.811600,47.000000,10000
3,20601,199,PickyFix,125,1.117600,73.000000,10000
3,20601,199,PickyFix,130,1.384000,91.000000,10000
3,20601,199,PickyFix,135,1.981000,75.000000,10000
3,20601,199,PickyFix,140,2.469600,105.000000,10000
3,20601,199,PickyFix,145,3.077900,89.000000,10000
3,20601,199,PickyFix,150,4.045300,87.000000,10000
3,20601,199,PickyFix,155,5.327800,96.000000,10000
3,20601,199,PickyFix,160,6.661100,123.000000,10000
3,20601,199,PickyFix,165,8.180400,104.000000,10000
3,20601,199,PickyFix,170,9.763100,126.000000,10000
3,20601,199,PickyFix,175,11.815700,137.000000,10000
3,20601,199,PickyFix,180,13.853900,126.000000,10000
3,20601,199,PickyFix,185,15.683000,120.000000,10000
3,20601,199,PickyFix,190,18.630900,127.000000,10000
3,20601,199,PickyFix,195,20.878300,136.000000,10000
3,20701,199,BGF,NA,103.816700,153.000000,10000
3,20701,199,PickyFix,5,37.844400,110.000000,10000
3,20701,199,PickyFix,10,24.511300,103.000000,10000
3,20701,199,PickyFix,15,13.237100,87.000000,10000
3,20701,199,PickyFix,20,5.432000,67.000000,10000
3,20701,199,PickyFix,25,2.212000,47.000000,10000
3,20701,199,PickyFix,30,0.966700,67.000000,10000
3,20701,199,PickyFix,35,0.466200,49.000000,10000
3,20701,199,PickyFix,40,0.217900,39.000000,10000
3,20701,199,PickyFix,45,0.126300,32.000000,10000
3,20701,199,PickyFix,50,0.089900,45.000000,10000
3,20701,199,PickyFix,55,0.056000,29.000000,10000
3,20701,199,PickyFix,60,0.057600,26.000000,10000
3,20701,199,PickyFix,65,0.048600,35.000000,10000
3,20701,199,PickyFix,70,0.054100,32.000000,10000
3,20701,199,PickyFix,75,0.040100,27.000000,10000
3,20701,199,PickyFix,80,0.044900,44.000000,10000
3,20701,199,PickyFix,85,0.055100,36.000000,10000
3,20701,199,PickyFix,90,0.074500,45.000000,10000
3,20701,199,PickyFix,95,0.090100,34.000000,10000
3,20701,199,PickyFix,100,0.107800,54.000000,10000
3,20701,199,PickyFix,105,0.128900,40.000000,10000
3,20701,199,PickyFix,110,0.184100,48.000000,10000
3,20701,199,PickyFix,115,0.260700,41.000000,10000
3,20701,199,PickyFix,120,0.354100,56.000000,10000
3,20701,199,PickyFix,125,0.438800,56.000000,10000
3,20701,199,PickyFix,130,0.639300,63.000000,10000
3,20701,199,PickyFix,135,0.852600,48.000000,10000
3,20701,199,PickyFix,140,1.146000,71.000000,10000
3,20701,199,PickyFix,145,1.490800,72.000000,10000
3,20701,199,PickyFix,150,2.033000,76.000000,10000
3,20701,199,PickyFix,155,2.526900,78.000000,10000
3,20701,199,PickyFix,160,3.253100,87.000000,10000
3,20701,199,PickyFix,165,4.343000,124.000000,10000
3,20701,199,PickyFix,170,5.529600,96.000000,10000
3,20701,199,PickyFix,175,6.640300,86.000000,10000
3,20701,199,PickyFix,180,8.393400,122.000000,10000
3,20701,199,PickyFix,185,9.572400,118.000000,10000
3,20701,199,PickyFix,190,11.670000,115.000000,10000
3,20701,199,PickyFix,195,13.364700,112.000000,10000
3,20801,199,BGF,NA,104.423000,156.000000,10000
3,20801,199,PickyFix,5,33.673800,118.000000,10000
3,20801,199,PickyFix,10,21.159400,85.000000,10000
3,20801,199,PickyFix,15,10.887800,68.000000,10000
3,20801,199,PickyFix,20,4.136700,43.000000,10000
3,20801,199,PickyFix,25,1.477500,46.000000,10000
3,20801,199,PickyFix,30,0.572600,33.000000,10000
3,20801,199,PickyFix,35,0.260600,37.000000,10000
3,20801,199,PickyFix,40,0.103800,27.000000,10000
3,20801,199,PickyFix,45,0.062000,24.000000,10000
3,20801,199,PickyFix,50,0.042200,18.000000,10000
3,20801,199,PickyFix,55,0.026400,13.000000,10000
3,20801,199,PickyFix,60,0.015300,16.000000,10000
3,20801,199,PickyFix,65,0.019600,23.000000,10000
3,20801,199,PickyFix,70,0.021300,48.000000,10000
3,20801,199,PickyFix,75,0.019100,22.000000,10000
3,20801,199,PickyFix,80,0.017100,13.000000,10000
3,20801,199,PickyFix,85,0.019000,14.000000,10000
3,20801,199,PickyFix,90,0.022900,13.000000,10000
3,20801,199,PickyFix,95,0.030700,25.000000,10000
3,20801,199,PickyFix,100,0.037800,33.000000,10000
3,20801,199,PickyFix,105,0.046700,24.000000,10000
3,20801,199,PickyFix,110,0.088600,36.000000,10000
3,20801,199,PickyFix,115,0.099600,30.000000,10000
3,20801,199,PickyFix,120,0.131200,39.000000,10000
